feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ko00564	Group_dayE	HSmed	0.00440300407861583	0.00134718172979962	68	68	0.00171979431275407	0.050336282350208
ko05142	Group_dayE	HSmed	-0.00268727422121658	0.000849472958568846	68	68	0.00235727472597338	0.050336282350208
ko01051	Group_dayE	HSmed	-0.00308057295425129	0.000968131700480614	68	68	0.00223059422019403	0.050336282350208
ko00627	Group_dayE	HSmed	0.00472986383139054	0.00142777369652125	68	68	0.00150187028546676	0.050336282350208
ko00730	Group_dayE	HSmed	0.00356363315185109	0.000983801688771324	68	68	0.000567854135181572	0.050336282350208
ko05143	Group_dayE	HSmed	-0.00270049433375137	0.000847370572477554	68	68	0.00219793421088936	0.050336282350208
ko00643	Group_dayE	HSmed	0.00462039630758664	0.00133999626071108	68	68	0.000987765348124445	0.050336282350208
ko02030	Group_dayE	HSmed	-0.0133653162193736	0.00378371152006279	68	68	0.000757225420308488	0.050336282350208
ko00030	Group_dayE	HSmed	-0.00228817315569397	0.000715082954015059	68	68	0.00211426011673884	0.050336282350208
ko04113	Group_dayE	HSmed	-0.00399881087753234	0.00104929559702056	68	68	0.000306628629202382	0.050336282350208
ko02040	Group_dayE	HSmed	-0.015973452160221	0.00509482218421148	68	68	0.00256342178635319	0.050336282350208
ko00626	Group_dayE	HSmed	0.00433981093428945	0.00139883882847243	68	68	0.00282405256729566	0.0508329462113219
ko00563	Group_dayE	HSmed	-0.000600856946198658	0.000204120576663711	68	65	0.00447383316719825	0.0626350564234583
ko04973	Group_dayE	HSmed	-0.00297245584235615	0.000991799805473937	68	68	0.0038389547649131	0.0626350564234583
ko00450	Group_dayE	HSmed	-0.00261280564637666	0.000898031706691979	68	68	0.00492961092221662	0.0626350564234583
ko00350	Group_dayE	HSmed	0.00322828471331828	0.00109705410871789	68	68	0.00448599233231375	0.0626350564234583
ko00540	Group_dayE	HSmed	0.00564881412734148	0.00194089473597539	68	68	0.00491655259899428	0.0626350564234583
ko00565	Group_dayE	HSmed	-0.00290965671894537	0.00103419232188764	68	68	0.006450880786978	0.0750792150630448
ko04626	Group_dayE	HSmed	-0.00208214267992991	0.000742303196297556	68	68	0.00660419021387894	0.0750792150630448
ko00330	Group_dayE	HSmed	-0.00321901927327077	0.00116189716538949	68	68	0.00726272978363199	0.0784374816632255
ko04930	Group_dayE	HSmed	-0.000770979391828916	0.000286584868765202	68	68	0.00903462982391019	0.0929276210459334
ko04962	Group_dayE	HSmed	-0.000117077379568157	4.52258779539132e-05	68	61	0.0118384793836253	0.11623234303923
ko00053	Group_dayE	HSmed	-0.00312622011650114	0.00127776265783147	68	68	0.0170909247428105	0.147665589777882
ko00790	Group_dayE	HSmed	0.00246929224422809	0.000997498029838064	68	68	0.015880015094911	0.147665589777882
ko00650	Group_dayE	HSmed	0.00241229804563692	0.000983270483998863	68	68	0.0168023199654233	0.147665589777882
ko00480	Group_dayE	HSmed	0.00536620461486043	0.00222786667255081	68	68	0.0188103147150582	0.15627030686356
ko00642	Group_dayE	HSmed	0.00456489901572516	0.00191958961563927	68	68	0.0203079191434577	0.162463353147661
ko00195	Group_dayE	HSmed	0.00213722425162109	0.000918648592545987	68	68	0.0230724843882184	0.172202507780993
ko00941	Group_dayE	HSmed	0.00284308109362082	0.00122248678679996	68	68	0.023119781137263	0.172202507780993
ko00983	Group_dayE	HSmed	-0.00251999808703871	0.00110191042707603	68	68	0.0254141564568828	0.178611654460307
ko04144	Group_dayE	HSmed	0.000329705812389149	0.000144393196327595	68	65	0.0256340800382848	0.178611654460307
ko00300	Group_dayE	HSmed	-0.00265057701968256	0.00117176837898281	68	68	0.0269943498155018	0.182211861254637
ko05322	Group_dayE	HSmed	0.00327028619805225	0.00148398505823825	68	68	0.0310379737062699	0.191548637730123
ko00100	Group_dayE	HSmed	0.000741186169193932	0.000335682135740863	68	50	0.030723976412915	0.191548637730123
ko00051	Group_dayE	HSmed	-0.00460219637406326	0.00207016835349096	68	68	0.0296384233713812	0.191548637730123
ko00590	Group_dayE	HSmed	0.00255592415898713	0.00120477301942546	68	68	0.0376391228456196	0.193572631777472
ko03060	Group_dayE	HSmed	-0.000729624464690472	0.000334159445352989	68	68	0.0325622793848837	0.193572631777472
ko00380	Group_dayE	HSmed	0.00258388703052416	0.00121216159935052	68	68	0.0367641192280801	0.193572631777472
ko04910	Group_dayE	HSmed	-0.00167886488628296	0.000780455901804711	68	68	0.0351308788821757	0.193572631777472
ko00430	Group_dayE	HSmed	0.00119317667865274	0.000552120905178261	68	68	0.0343224895022717	0.193572631777472
ko03008	Group_dayE	HSmed	0.00104769604344325	0.000491584162220035	68	68	0.0367958211589062	0.193572631777472
ko00903	Group_dayE	HSmed	0.00390447164890155	0.00180289375400547	68	68	0.0339548490867785	0.193572631777472
ko00500	Group_dayE	HSmed	-0.00302270301236598	0.00146398966355906	68	68	0.0428841400368228	0.194620584535982
ko00945	Group_dayE	HSmed	0.00213053765233325	0.00102568891355995	68	68	0.0416808357835734	0.194620584535982
ko04512	Group_dayE	HSmed	0.000431173534916886	0.000209208064591996	68	64	0.0432490187857738	0.194620584535982
ko04514	Group_dayE	HSmed	0.000431173534916886	0.000209208064591996	68	64	0.0432490187857738	0.194620584535982
ko04510	Group_dayE	HSmed	0.000431173534916886	0.000209208064591996	68	64	0.0432490187857738	0.194620584535982
ko04810	Group_dayE	HSmed	0.000431173534916886	0.000209208064591996	68	64	0.0432490187857738	0.194620584535982
ko05219	Group_dayE	HSmed	-0.00121738867232339	0.000598100271851799	68	68	0.0458266624468816	0.202011409969927
ko04964	Group_dayE	HSmed	0.00157214828900738	0.00079324997211342	68	68	0.051656552576734	0.218780693266168
ko04112	Group_dayE	HSmed	-0.00158570412151543	0.000796704120219095	68	68	0.0506989876311928	0.218780693266168
ko05412	Group_dayE	HSmed	0.000402133045761736	0.000209561094858274	68	66	0.0593191668261109	0.241753585555471
ko05414	Group_dayE	HSmed	0.000402133045761736	0.000209561094858274	68	66	0.0593191668261109	0.241753585555471
ko00052	Group_dayE	HSmed	-0.0036586254049917	0.00193572280716577	68	68	0.0631428384806105	0.247979147487489
ko05410	Group_dayE	HSmed	0.000394842660900535	0.000208314006662398	68	66	0.0624171068136705	0.247979147487489
ko03050	Group_dayE	HSmed	-0.00125725759641007	0.000676760381714178	68	68	0.0676648121980758	0.258743426630229
ko00780	Group_dayE	HSmed	0.00208877971872983	0.00112693204358992	68	68	0.0682795153607548	0.258743426630229
ko05200	Group_dayE	HSmed	-0.00116848574522657	0.000637442191451376	68	68	0.0713003297729701	0.265532262602785
ko00071	Group_dayE	HSmed	0.00202688697991678	0.00111302612117159	68	68	0.0731307119992489	0.267732776132844
ko05144	Group_dayE	HSmed	5.39501657913734e-05	2.99297807247036e-05	68	19	0.0760235267605766	0.269198061971878
ko00340	Group_dayE	HSmed	-0.00346790350574376	0.00192147547990697	68	68	0.0756659501880641	0.269198061971878
ko04614	Group_dayE	HSmed	-0.000161580456297197	9.18852350538313e-05	68	43	0.083297639717121	0.290198228691906
ko05014	Group_dayE	HSmed	0.00272634446780442	0.00160412432257348	68	68	0.0939180540591468	0.322004756774218
ko04260	Group_dayE	HSmed	0.00380342797806799	0.00227055726124204	68	68	0.0986453174509922	0.332927946397099
ko01055	Group_dayE	HSmed	0.00101918285288902	0.000616578065090661	68	68	0.103087279706217	0.3373765517658
ko00232	Group_dayE	HSmed	0.000125352908755864	7.57349569017931e-05	68	28	0.102641584172996	0.3373765517658
ko00625	Group_dayE	HSmed	-0.00150286164053605	0.000958006610504266	68	68	0.121491246330326	0.385913370696331
ko05010	Group_dayE	HSmed	0.00220522089614124	0.0013999467397299	68	68	0.119987906987228	0.385913370696331
ko04940	Group_dayE	HSmed	0.000531970421628822	0.000345022947253932	68	68	0.127893667631132	0.40036278562789
ko00440	Group_dayE	HSmed	-0.00180417902842486	0.001260727681753	68	68	0.157130667062749	0.404197131723407
ko00010	Group_dayE	HSmed	-0.00139399372917536	0.00091993502727285	68	68	0.134466918606484	0.404197131723407
ko04141	Group_dayE	HSmed	-0.00239881202719286	0.0015943037829675	68	68	0.137194081403653	0.404197131723407
ko03040	Group_dayE	HSmed	0.00164402755117758	0.00114901365824776	68	67	0.157200722535795	0.404197131723407
ko05222	Group_dayE	HSmed	-0.00112011844930985	0.000786411829869756	68	68	0.15905905646523	0.404197131723407
ko05416	Group_dayE	HSmed	-0.00112011844930985	0.000786411829869756	68	68	0.15905905646523	0.404197131723407
ko05210	Group_dayE	HSmed	-0.00112011844930985	0.000786411829869756	68	68	0.15905905646523	0.404197131723407
ko04115	Group_dayE	HSmed	-0.00112011844930985	0.000786411829869756	68	68	0.15905905646523	0.404197131723407
ko00040	Group_dayE	HSmed	-0.002560618017524	0.00168723608695618	68	68	0.133880726778172	0.404197131723407
ko00362	Group_dayE	HSmed	0.00296760577231257	0.00201183018545267	68	68	0.144946355690757	0.404197131723407
ko03013	Group_dayE	HSmed	-0.000984476615449256	0.000668619161306612	68	68	0.145665080450779	0.404197131723407
ko05145	Group_dayE	HSmed	-0.00112011844930985	0.000786411829869756	68	68	0.15905905646523	0.404197131723407
ko03410	Group_dayE	HSmed	0.000906464386619506	0.000605563073326105	68	68	0.139187788211635	0.404197131723407
ko00550	Group_dayE	HSmed	0.00119835555092994	0.000823746544242383	68	68	0.150474715370076	0.404197131723407
ko04070	Group_dayE	HSmed	0.00181167929083018	0.00125394490640232	68	68	0.153249755696547	0.404197131723407
ko04075	Group_dayE	HSmed	3.53241684043081e-05	2.40851499515358e-05	68	21	0.147223715793753	0.404197131723407
ko00623	Group_dayE	HSmed	0.00211788368464255	0.00149891733538532	68	68	0.162371398741346	0.405566629010459
ko03018	Group_dayE	HSmed	0.000933367326276801	0.000662670224907182	68	68	0.163678265013357	0.405566629010459
ko05012	Group_dayE	HSmed	0.00315434767521298	0.00224789398847762	68	68	0.165230848856113	0.405566629010459
ko04080	Group_dayE	HSmed	0.000251742822136236	0.00018304170195162	68	23	0.173679410227344	0.421514074259622
ko00680	Group_dayE	HSmed	-0.00144686437784531	0.00109665802697106	68	68	0.191614399462457	0.446189179441809
ko00190	Group_dayE	HSmed	0.00285857136614467	0.00216911401280243	68	68	0.192109230037445	0.446189179441809
ko03015	Group_dayE	HSmed	0.0015162754481889	0.00114913458854199	68	67	0.191563314259672	0.446189179441809
ko00910	Group_dayE	HSmed	0.00175348663759102	0.00131378198101488	68	68	0.186565281685546	0.446189179441809
ko00520	Group_dayE	HSmed	-0.00202401411896722	0.00156338295336139	68	68	0.199956461926259	0.459474423149701
ko04976	Group_dayE	HSmed	-0.000328823956264498	0.000256826215896364	68	67	0.204908413159787	0.465897023605411
ko00710	Group_dayE	HSmed	-0.000960781437345663	0.000770043102237782	68	68	0.216550389232524	0.487238375773179
ko00760	Group_dayE	HSmed	0.00145105366716357	0.00117453925031043	68	68	0.221052438760052	0.492240482187332
ko00270	Group_dayE	HSmed	0.00129290122243929	0.00109734062670392	68	68	0.242942321752416	0.535464709168589
ko00750	Group_dayE	HSmed	0.00082501429308112	0.000707961013324696	68	68	0.248076399941871	0.541167229382602
ko00944	Group_dayE	HSmed	0.000211578980377125	0.000182517233145143	68	65	0.250540383973427	0.541167229382602
ko04622	Group_dayE	HSmed	0.000839481935275366	0.000736376701375585	68	68	0.258399552420071	0.552616864581537
ko03430	Group_dayE	HSmed	0.000828115053018658	0.000751569231719241	68	68	0.27452973891905	0.581357094181518
ko03450	Group_dayE	HSmed	-0.000787028839840733	0.000747259266188439	68	68	0.296080583787493	0.591310957130671
ko03070	Group_dayE	HSmed	0.00181324609382522	0.00172730925033013	68	68	0.297660969989544	0.591310957130671
ko05215	Group_dayE	HSmed	-0.00118833475387319	0.00114124575893837	68	68	0.301553764444214	0.591310957130671
ko04914	Group_dayE	HSmed	-0.00118833475387319	0.00114124575893837	68	68	0.301553764444214	0.591310957130671
ko00312	Group_dayE	HSmed	0.00100565989843163	0.000969001214523991	68	68	0.303135941972776	0.591310957130671
ko02020	Group_dayE	HSmed	-0.00270131872423953	0.00258097676161076	68	68	0.299089835225959	0.591310957130671
ko04612	Group_dayE	HSmed	-0.00118833475387319	0.00114124575893837	68	68	0.301553764444214	0.591310957130671
ko00906	Group_dayE	HSmed	0.00135082530615797	0.00130357288813917	68	68	0.303868130747706	0.591310957130671
ko00240	Group_dayE	HSmed	-0.00115718773819953	0.00111372169333867	68	68	0.302583403852482	0.591310957130671
ko00311	Group_dayE	HSmed	0.00128384572101369	0.00126897576820756	68	68	0.315367608941296	0.60820896010107
ko00980	Group_dayE	HSmed	0.00250796656273069	0.00258342531295079	68	68	0.335196658712883	0.640729896300733
ko00361	Group_dayE	HSmed	-0.00106989451756188	0.00112446500500312	68	68	0.344837412402617	0.645182763877612
ko05020	Group_dayE	HSmed	0.00103579936072798	0.00107930698312762	68	68	0.340714250222062	0.645182763877612
ko00982	Group_dayE	HSmed	0.00244868910413211	0.00258246251353812	68	68	0.346487039860199	0.645182763877612
ko00960	Group_dayE	HSmed	-0.000701863719990751	0.000746687468079401	68	68	0.350660573926003	0.647373367248006
ko04111	Group_dayE	HSmed	-6.17843239622375e-05	6.83128049297705e-05	68	63	0.369055688255278	0.655447968323551
ko04110	Group_dayE	HSmed	-6.17843239622375e-05	6.83128049297705e-05	68	63	0.369055688255278	0.655447968323551
ko00940	Group_dayE	HSmed	-0.00144524341205122	0.00160182689900259	68	68	0.370206722849413	0.655447968323551
ko00531	Group_dayE	HSmed	0.00188767732551833	0.00207576824535803	68	68	0.366454732049709	0.655447968323551
ko00830	Group_dayE	HSmed	0.00115325955223141	0.00125519578856673	68	68	0.36155187857731	0.655447968323551
ko02010	Group_dayE	HSmed	0.00379521349347961	0.00435886986260152	68	68	0.387080763064437	0.674728655451539
ko00660	Group_dayE	HSmed	0.00150103978922711	0.00173639625915819	68	68	0.390467971904826	0.674728655451539
ko04210	Group_dayE	HSmed	0.00158030982353886	0.00181707515362706	68	68	0.387616515388519	0.674728655451539
ko00260	Group_dayE	HSmed	-0.000690788573664135	0.000813791234228708	68	68	0.399031848932743	0.683246192474187
ko00620	Group_dayE	HSmed	0.00142935030358897	0.00169356196263066	68	68	0.401723455760286	0.683246192474187
ko03440	Group_dayE	HSmed	0.0005709885099319	0.00072385725581302	68	68	0.433045322876864	0.730763982354708
ko00950	Group_dayE	HSmed	0.000651446106533731	0.000847041409672133	68	68	0.444586973447935	0.739868477581201
ko00120	Group_dayE	HSmed	0.000469186789569882	0.000627387043230427	68	68	0.457211517894272	0.739868477581201
ko02060	Group_dayE	HSmed	-0.00311762421453675	0.00406892044651376	68	68	0.446286564502097	0.739868477581201
ko04972	Group_dayE	HSmed	-4.88257853558293e-05	6.46207026622301e-05	68	27	0.452592253726641	0.739868477581201
ko00860	Group_dayE	HSmed	-0.0026687326140701	0.0035961151625173	68	68	0.46065032300886	0.739868477581201
ko00471	Group_dayE	HSmed	0.000406454967609172	0.000549322881707853	68	68	0.461972476882113	0.739868477581201
ko00670	Group_dayE	HSmed	0.000703242351617266	0.00095138006080073	68	68	0.462417798488251	0.739868477581201
ko05016	Group_dayE	HSmed	0.00139242045958969	0.00191405101568725	68	68	0.469509058496296	0.745690857611764
ko00364	Group_dayE	HSmed	-0.000868485057473576	0.00120513883211848	68	68	0.473668804094899	0.74680628966787
ko00622	Group_dayE	HSmed	-0.00072710189173121	0.0010554390655601	68	68	0.493295021944479	0.764877798193073
ko05100	Group_dayE	HSmed	-0.000601308568603038	0.000877846148227603	68	68	0.495754128458473	0.764877798193073
ko00930	Group_dayE	HSmed	-0.000762029888248723	0.00111200738920184	68	68	0.495570828390382	0.764877798193073
ko04142	Group_dayE	HSmed	0.00140988561528742	0.0020779733444322	68	68	0.499832762336822	0.765701252941515
ko00604	Group_dayE	HSmed	0.00117444914374734	0.00181877882834792	68	68	0.520689804963128	0.786496488615634
ko00072	Group_dayE	HSmed	-0.00080411507146844	0.00124435804687474	68	68	0.520384902290543	0.786496488615634
ko01040	Group_dayE	HSmed	-0.000602972089136267	0.000951814755365234	68	68	0.528598199037169	0.792897298555754
ko00510	Group_dayE	HSmed	-0.00062604537422079	0.00102739075494947	68	68	0.544381392057009	0.810042466083736
ko00900	Group_dayE	HSmed	0.000599364430454444	0.000991367570600001	68	68	0.547528703926969	0.810042466083736
ko00521	Group_dayE	HSmed	0.00076746470484842	0.00128276495911658	68	68	0.55169455264146	0.81065322020786
ko05111	Group_dayE	HSmed	0.000395397895648363	0.000671517133205272	68	68	0.557996757698468	0.814373646370738
ko00230	Group_dayE	HSmed	0.000534950199622465	0.000923221466961883	68	68	0.564265879523139	0.817996174342269
ko03320	Group_dayE	HSmed	0.000430571775167521	0.000755288077607499	68	68	0.570561570430858	0.821608661420435
ko00280	Group_dayE	HSmed	-0.0006788411903227	0.00121385034036304	68	68	0.577886568625484	0.826645687570228
ko00624	Group_dayE	HSmed	0.000387119246699213	0.000720912342976102	68	68	0.593083571253873	0.842802969676556
ko05110	Group_dayE	HSmed	-0.000328985666519577	0.000620236827626241	68	68	0.597601350513921	0.843672494843183
ko00740	Group_dayE	HSmed	-0.00058793332635084	0.00112364533089784	68	68	0.602561383935142	0.845151032012927
ko00130	Group_dayE	HSmed	0.000993877945937831	0.00194139569256438	68	68	0.610401855265426	0.850624520886013
ko00592	Group_dayE	HSmed	0.000656383061781939	0.00131434040102454	68	68	0.61915756639306	0.857295091928853
ko04020	Group_dayE	HSmed	-3.36663102612202e-05	6.86465220322534e-05	68	29	0.625456232813117	0.86050029482569
ko05340	Group_dayE	HSmed	-0.000239527633807073	0.000539613451788142	68	68	0.658575897731909	0.884647307474109
ko00621	Group_dayE	HSmed	0.000538219940771203	0.00125237883254905	68	68	0.668771486595002	0.884647307474109
ko01053	Group_dayE	HSmed	0.000394758108573765	0.000878457304840853	68	68	0.654632327305149	0.884647307474109
ko00121	Group_dayE	HSmed	0.000266274094429318	0.000625426540130152	68	68	0.67167665937849	0.884647307474109
ko00601	Group_dayE	HSmed	2.07324074975512e-05	4.7052968166842e-05	68	12	0.660929065834397	0.884647307474109
ko00785	Group_dayE	HSmed	-0.000533519055412854	0.00121906657248811	68	68	0.663072125863907	0.884647307474109
ko04920	Group_dayE	HSmed	0.000384051720817414	0.00088730749380379	68	68	0.666550714628364	0.884647307474109
ko05146	Group_dayE	HSmed	-0.00035102608955148	0.000872657709370586	68	68	0.688800244690547	0.901702138503989
ko00640	Group_dayE	HSmed	0.00043026274317945	0.00109193845749815	68	68	0.694824927247424	0.904109543888214
ko04011	Group_dayE	HSmed	0.000273512018330295	0.000711345968526495	68	68	0.701844563936248	0.907775004851675
ko00290	Group_dayE	HSmed	0.000743232219020106	0.00196321650941397	68	68	0.706215709514711	0.907991626518915
ko00410	Group_dayE	HSmed	0.000405798203989529	0.0011650998703844	68	68	0.72872733878046	0.931391154891003
ko00250	Group_dayE	HSmed	0.000349367974536018	0.00113523404386526	68	68	0.75924186846655	0.940315656729684
ko00253	Group_dayE	HSmed	-0.000624385123076394	0.00191275160548106	68	68	0.745129716746791	0.940315656729684
ko00720	Group_dayE	HSmed	0.000427481710249668	0.00135441382744458	68	68	0.753285930914867	0.940315656729684
ko00020	Group_dayE	HSmed	0.000565466252142511	0.00181540234236294	68	68	0.756415546128619	0.940315656729684
ko03010	Group_dayE	HSmed	-0.000468945814184377	0.00154088433063457	68	68	0.761829814480068	0.940315656729684
ko03420	Group_dayE	HSmed	0.000246327863547475	0.00079868318223636	68	68	0.758736036574832	0.940315656729684
ko00472	Group_dayE	HSmed	-0.000230060238315208	0.000776979435216484	68	68	0.768086708343728	0.942651869330939
ko00561	Group_dayE	HSmed	-0.000247926372849568	0.000911132701822683	68	68	0.786388528424654	0.94584028838797
ko00310	Group_dayE	HSmed	0.0002390772706125	0.000857150336757615	68	68	0.781177528415508	0.94584028838797
ko00600	Group_dayE	HSmed	-0.000521932745998328	0.00195471190109231	68	68	0.790291998075691	0.94584028838797
ko00633	Group_dayE	HSmed	-0.00037099300582973	0.00143406668213983	68	68	0.79667185070099	0.94584028838797
ko00630	Group_dayE	HSmed	-0.00037189627313736	0.0015403523191448	68	68	0.809965862192545	0.94584028838797
ko00401	Group_dayE	HSmed	-0.000226202981490847	0.000892735676884086	68	68	0.800760801379778	0.94584028838797
ko05150	Group_dayE	HSmed	0.000519413825791544	0.00206883439171009	68	68	0.802543158170749	0.94584028838797
ko00460	Group_dayE	HSmed	0.000202080264807966	0.000837572739813176	68	68	0.8100946914434	0.94584028838797
ko00511	Group_dayE	HSmed	0.000735036377181487	0.00287224252157621	68	68	0.798816045919769	0.94584028838797
ko00965	Group_dayE	HSmed	-3.85520298376416e-05	0.000174207887111328	68	30	0.825542881128555	0.953568247720683
ko00901	Group_dayE	HSmed	-3.85520298376416e-05	0.000174207887111328	68	30	0.825542881128555	0.953568247720683
ko05120	Group_dayE	HSmed	0.000156679018776797	0.000763042320207621	68	68	0.837942679433451	0.957648776495372
ko00523	Group_dayE	HSmed	0.000254400912704721	0.00120618127685016	68	68	0.833603983249035	0.957648776495372
ko00513	Group_dayE	HSmed	-1.59358231457251e-05	9.57470446841606e-05	68	49	0.868322127170116	0.958112042514328
ko04974	Group_dayE	HSmed	-0.00027102603128021	0.00159744541872756	68	68	0.865794805977167	0.958112042514328
ko00591	Group_dayE	HSmed	-0.000181953109501326	0.00106156541546083	68	68	0.864433095644353	0.958112042514328
ko00061	Group_dayE	HSmed	0.000273477763964718	0.00151972988052516	68	68	0.857741966057263	0.958112042514328
ko05211	Group_dayE	HSmed	-0.000199056880755181	0.00109022581277115	68	68	0.855684775982653	0.958112042514328
ko00970	Group_dayE	HSmed	0.000138696378946933	0.000870067508173761	68	68	0.873833668404271	0.958112042514328
ko04122	Group_dayE	HSmed	0.000311132832902491	0.00190297704587958	68	68	0.870626020178485	0.958112042514328
ko00140	Group_dayE	HSmed	-0.000145838083986647	0.000910453719657714	68	68	0.87322713855467	0.958112042514328
ko00514	Group_dayE	HSmed	-5.28568970290324e-05	0.000347078623536518	68	67	0.879422144808751	0.959369612518637
ko05131	Group_dayE	HSmed	-5.35643563849907e-05	0.0004056728869598	68	41	0.895355707411156	0.971843380908591
ko00562	Group_dayE	HSmed	0.000108085210500983	0.000926306769527339	68	68	0.90746478096618	0.975186033277089
ko00791	Group_dayE	HSmed	0.000125288952240602	0.00103735808060703	68	68	0.904234642146078	0.975186033277089
ko05130	Group_dayE	HSmed	-1.18146942626825e-05	0.000112442837906654	68	40	0.916636647221653	0.977528907674687
ko00770	Group_dayE	HSmed	-8.24055911154989e-05	0.000804210455595082	68	68	0.918696149342414	0.977528907674687
ko00603	Group_dayE	HSmed	0.000175136472806197	0.00189650838839513	68	68	0.926702246953282	0.981214143832886
ko00524	Group_dayE	HSmed	6.68633910332298e-05	0.000847266740106428	68	68	0.937337762212679	0.982839595329799
ko00400	Group_dayE	HSmed	-9.07972390393312e-05	0.00113334846504099	68	68	0.936388906576478	0.982839595329799
ko04146	Group_dayE	HSmed	-5.00785447488559e-05	0.00085485817973924	68	68	0.953462762583175	0.987877975782457
ko00363	Group_dayE	HSmed	-5.14026739591756e-05	0.00103230621488962	68	68	0.960436920899611	0.987877975782457
ko03020	Group_dayE	HSmed	0.000103073047063402	0.001879219738339	68	68	0.956424576885194	0.987877975782457
ko00473	Group_dayE	HSmed	-3.28197080056177e-05	0.00057830946225076	68	68	0.954914915727793	0.987877975782457
ko03030	Group_dayE	HSmed	1.20688994830724e-05	0.000509954729291474	68	68	0.981189949503751	0.999702967418917
ko00908	Group_dayE	HSmed	-1.95003841498904e-05	0.000737062394559834	68	68	0.97897274641321	0.999702967418917
ko00920	Group_dayE	HSmed	2.03770115826168e-06	0.00175491232680858	68	68	0.999077046038434	0.999920951151912
ko00360	Group_dayE	HSmed	-1.10626002175445e-07	0.00111238914225569	68	68	0.999920951151912	0.999920951151912
ko00281	Group_dayE	HSmed	1.62378930090037e-05	0.00149709847853178	68	68	0.991378839468662	0.999920951151912
ko04621	Group_dayE	HSmed	2.04712542818622e-05	0.00133255059748161	68	68	0.987789358718649	0.999920951151912
